Table Range A2:U2594 ,,,,,,,,,,,,,,,,,,,,
CNTY_NAME,JURS_NAME,PLANNING PERIOD,YEAR,APR_STATUS,RHNA VLI,TOTAL VLI PERMITS,VLI DEED RESTRICTED UNITS,VLI NOT DEED RESTRICTED UNITS,RHNA LI,TOTAL LI PERMITS,LI DEED RESTRICTED UNITS,LI NOT DEED RESTRICTED UNITS,MOD RHNA,MOD UNITS,ABOVE MOD RHNA,ABOVE MOD UNITS,RHNA TOTAL,TOTAL UNITS YEAR SUBMITTED,APR YEAR (In planning period),1ST APR
LOS ANGELES,PASADENA,10/15/2013 - 10/15/2021,2017,Final,340,9,9,0,207,0,0,0,224,0,561,213,1332,222,2017,2014
SAN LUIS OBISPO,PASO ROBLES,06/30/2014 - 06/30/2019,2017,Final,123,52,52,0,77,23,23,0,87,150,206,17,493,242,2017,2014
RIVERSIDE,PERRIS,10/15/2013 - 10/15/2021,2017,Final,1026,0,0,0,681,0,0,0,759,0,1814,0,4280,0,2017,2014
SONOMA,PETALUMA,01/31/2015 - 01/31/2023,2017,Final,199,9,9,0,103,14,14,0,121,9,322,150,745,182,2017,2015
ALAMEDA,PIEDMONT,01/31/2015 - 01/31/2023,2017,Final,24,1,1,0,14,2,0,2,15,3,7,1,60,7,2017,2015
CONTRA COSTA,PINOLE,01/31/2015 - 01/31/2023,2017,Final,80,0,0,0,48,0,0,0,43,0,126,2,297,2,2017,2015
SAN LUIS OBISPO,PISMO BEACH,06/30/2014 - 06/30/2019,2017,Final,38,0,0,0,24,0,0,0,27,0,64,32,153,32,2017,2014
CONTRA COSTA,PITTSBURG,01/31/2015 - 01/31/2023,2017,Final,392,0,0,0,254,6,6,0,316,0,1063,147,2025,153,2017,2015
ORANGE,PLACENTIA,10/15/2013 - 10/15/2021,2017,Final,112,0,0,0,81,0,0,0,90,0,209,9,492,9,2017,2014
PLACER,PLACER COUNTY,10/31/2013 - 10/31/2021,2017,Final,1365,0,0,0,957,3,3,0,936,50,1773,283,5031,336,2017,2014
EL DORADO,PLACERVILLE,10/31/2013 - 10/31/2021,2017,Final,78,0,0,0,55,0,0,0,69,18,170,1,372,19,2017,2014
CONTRA COSTA,PLEASANT HILL,01/31/2015 - 01/31/2023,2017,Final,118,0,0,0,69,0,0,0,84,2,177,5,448,7,2017,2015
ALAMEDA,PLEASANTON,01/31/2015 - 01/31/2023,2017,Final,716,0,0,0,391,7,6,1,407,6,553,102,2067,115,2017,2015
PLUMAS,PLUMAS COUNTY,06/30/2014 - 06/30/2019,2017,Final,12,0,0,0,8,0,0,0,12,15,25,25,57,40,2017,2014
AMADOR,PLYMOUTH,06/30/2014 - 06/30/2019,2017,Final,1,0,0,0,1,0,0,0,1,0,1,18,4,18,2017,2014
MENDOCINO,POINT ARENA,06/30/2014 - 06/30/2019,2017,Final,1,0,0,0,1,0,0,0,1,0,1,0,4,0,2017,2014
VENTURA,PORT HUENEME,10/15/2013 - 10/15/2021,2017,Final,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2017,2014
TULARE,PORTERVILLE,12/31/2015 - 12/31/2023,2017,Final,623,0,0,0,576,2,2,0,566,15,1431,2,3196,19,2017,2016
SAN MATEO,PORTOLA VALLEY,01/31/2015 - 01/31/2023,2017,Final,21,0,0,0,15,0,0,0,15,2,13,6,64,8,2017,2015
SAN DIEGO,POWAY,04/30/2013 - 04/30/2021,2017,Final,201,0,0,0,152,0,0,0,282,0,618,24,1253,24,2017,2013
SACRAMENTO,RANCHO CORDOVA,10/31/2013 - 10/31/2021,2017,Final,1539,50,50,0,1079,0,0,0,1303,110,3087,306,7008,466,2017,2014
SAN BERNARDINO,RANCHO CUCAMONGA,10/15/2013 - 10/15/2021,2017,Final,209,18,18,0,141,11,11,0,158,31,340,296,848,356,2017,2014
RIVERSIDE,RANCHO MIRAGE,10/15/2013 - 10/15/2021,2017,Final,23,0,0,0,15,0,0,0,18,1,39,36,95,37,2017,2014
LOS ANGELES,RANCHO PALOS VERDES,10/15/2013 - 10/15/2021,2017,Final,8,1,1,0,5,0,0,0,5,0,13,26,31,27,2017,2014
ORANGE,RANCHO ST. MARGARITA,10/15/2013 - 10/15/2021,2017,Final,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2017,2014
TEHAMA,RED BLUFF,06/30/2014 - 06/30/2019,2017,Final,73,0,0,0,52,18,0,18,61,20,137,0,323,38,2017,2014
SHASTA,REDDING,06/30/2014 - 06/30/2019,2017,Final,287,0,0,0,181,0,0,0,205,17,502,135,1175,152,2017,2014
SAN BERNARDINO,REDLANDS,10/15/2013 - 10/15/2021,2017,Final,579,0,0,0,396,0,0,0,453,0,1001,96,2429,96,2017,2014
LOS ANGELES,REDONDO BEACH,10/15/2013 - 10/15/2021,2017,Final,372,0,0,0,223,0,0,0,238,0,564,0,1397,0,2017,2014
SAN MATEO,REDWOOD CITY,01/31/2015 - 01/31/2023,2017,Final,706,0,0,0,429,36,36,0,502,0,1152,8,2789,44,2017,2015
FRESNO,REEDLEY,12/31/2015 - 12/31/2023,2017,Final,393,0,0,0,204,0,0,0,161,3,553,1,1311,4,2017,2016
SAN BERNARDINO,RIALTO,10/15/2013 - 10/15/2021,2017,Final,636,0,0,0,432,0,0,0,496,0,1151,7,2715,7,2017,2014
CONTRA COSTA,RICHMOND,01/31/2015 - 01/31/2023,2017,Final,438,79,79,0,305,0,0,0,410,0,1282,59,2435,138,2017,2015
SOLANO,RIO VISTA,01/31/2015 - 01/31/2023,2017,Final,45,0,0,0,36,4,0,4,48,73,170,75,299,152,2017,2015
STANISLAUS,RIVERBANK,12/31/2015 - 12/31/2023,2017,Final,321,0,0,0,206,0,0,0,217,0,536,13,1280,13,2017,2016
RIVERSIDE,RIVERSIDE,10/15/2013 - 10/15/2021,2017,Final,2002,0,0,0,1336,0,0,0,1503,12,3442,70,8283,82,2017,2014
RIVERSIDE,RIVERSIDE COUNTY,10/15/2013 - 10/15/2021,2017,Final,7173,86,86,0,4871,27,27,0,5534,505,12725,62,30303,680,2017,2014
PLACER,ROCKLIN,10/31/2013 - 10/31/2021,2017,Final,1040,0,0,0,729,0,0,0,709,181,1335,643,3813,824,2017,2014
SONOMA,ROHNERT PARK,01/31/2015 - 01/31/2023,2017,Final,181,0,0,0,107,0,0,0,127,13,484,165,899,178,2017,2015
LOS ANGELES,ROLLING HILLS ESTATES,10/15/2013 - 10/15/2021,2017,Final,1,0,0,0,1,0,0,0,1,1,2,4,5,5,2017,2014
LOS ANGELES,ROSEMEAD,10/15/2013 - 10/15/2021,2017,Final,153,0,0,0,88,0,0,0,99,0,262,0,602,0,2017,2014
PLACER,ROSEVILLE,10/31/2013 - 10/31/2021,2017,Final,2268,43,43,0,1590,0,0,0,1577,1000,3043,644,8478,1687,2017,2014
MARIN,ROSS,01/31/2015 - 01/31/2023,2017,Final,6,0,0,0,4,0,0,0,4,1,4,0,18,1,2017,2015
SACRAMENTO,SACRAMENTO,10/31/2013 - 10/31/2021,2017,Final,4944,0,0,0,3467,3,0,3,4482,1757,11208,1121,24101,2881,2017,2014
SACRAMENTO,SACRAMENTO COUNTY,10/31/2013 - 10/31/2021,2017,Final,3149,0,0,0,2208,0,0,0,2574,247,5913,414,13844,661,2017,2014
NAPA,SAINT HELENA,01/31/2015 - 01/31/2023,2017,Final,8,0,0,0,5,0,0,0,5,0,13,11,31,11,2017,2015
MONTEREY,SALINAS,12/31/2015 - 12/31/2023,2017,Final,537,50,50,0,351,0,0,0,407,3,934,25,2229,78,2017,2016
MARIN,SAN ANSELMO,01/31/2015 - 01/31/2023,2017,Final,33,1,0,1,17,2,2,0,19,4,37,5,106,12,2017,2015
SAN BENITO,SAN BENITO COUNTY,12/31/2015 - 12/31/2023,2017,Final,198,0,0,0,120,0,0,0,164,0,355,96,837,96,2017,2016
SAN BERNARDINO,SAN BERNARDINO,10/15/2013 - 10/15/2021,2017,Final,980,0,0,0,696,0,0,0,808,12,1900,0,4384,12,2017,2014
SAN BERNARDINO,SAN BERNARDINO COUNTY,10/15/2013 - 10/15/2021,2017,Final,9,51,51,0,6,23,23,0,7,9,17,1,39,84,2017,2014
SAN MATEO,SAN BRUNO,01/31/2015 - 01/31/2023,2017,Final,358,0,0,0,161,14,14,0,205,0,431,1,1155,15,2017,2015
VENTURA,SAN BUENAVENTURA,10/15/2013 - 10/15/2021,2017,Final,861,36,36,0,591,34,34,0,673,19,1529,646,3654,735,2017,2014
SAN MATEO,SAN CARLOS,01/31/2015 - 01/31/2023,2017,Final,195,1,1,0,107,0,0,0,111,1,183,44,596,46,2017,2015
ORANGE,SAN CLEMENTE,10/15/2013 - 10/15/2021,2017,Final,134,0,0,0,95,0,0,0,108,4,244,96,581,100,2017,2014
SAN DIEGO,SAN DIEGO,04/30/2013 - 04/30/2021,2017,Final,21977,324,324,0,16703,301,295,6,15462,0,33954,4395,88096,5020,2017,2013
SAN DIEGO,SAN DIEGO COUNTY,04/30/2013 - 04/30/2021,2017,Final,2085,0,0,0,1585,52,0,52,5864,71,12878,532,22412,655,2017,2013
LOS ANGELES,SAN DIMAS,10/15/2013 - 10/15/2021,2017,Final,121,0,0,0,72,0,0,0,77,0,193,7,463,7,2017,2014
LOS ANGELES,SAN FERNANDO,10/15/2013 - 10/15/2021,2017,Final,55,0,0,0,32,24,0,24,35,3,95,2,217,29,2017,2014
SAN FRANCISCO,SAN FRANCISCO,01/31/2015 - 01/31/2023,2017,Final,6234,468,468,0,4639,427,427,0,5460,268,12536,4641,28869,5804,2017,2015
LOS ANGELES,SAN GABRIEL,10/15/2013 - 10/15/2021,2017,Final,236,0,0,0,142,0,0,0,154,2,398,102,930,104,2017,2014
RIVERSIDE,SAN JACINTO,10/15/2013 - 10/15/2021,2017,Final,562,0,0,0,394,0,0,0,441,0,1036,216,2433,216,2017,2014
SAN JOAQUIN,SAN JOAQUIN COUNTY,12/31/2015 - 12/31/2023,2017,Final,2496,0,0,0,1727,70,70,0,1724,93,4220,180,10167,343,2017,2016
SANTA CLARA,SAN JOSE,01/31/2015 - 01/31/2023,2017,Final,9233,190,190,0,5428,0,0,0,6188,285,14231,2622,35080,3097,2017,2015
ORANGE,SAN JUAN CAPISTRANO,10/15/2013 - 10/15/2021,2017,Final,147,0,0,0,104,0,0,0,120,0,267,103,638,103,2017,2014
ALAMEDA,SAN LEANDRO,01/31/2015 - 01/31/2023,2017,Final,504,27,27,0,270,57,57,0,352,0,1161,8,2287,92,2017,2015
SAN LUIS OBISPO,SAN LUIS OBISPO,06/30/2014 - 06/30/2019,2017,Final,285,41,41,0,179,9,9,0,201,0,478,164,1143,214,2017,2014
SAN LUIS OBISPO,SAN LUIS OBISPO CO.,06/30/2014 - 06/30/2019,2017,Final,336,12,3,9,211,14,5,9,237,45,563,371,1347,442,2017,2014
SAN DIEGO,SAN MARCOS,04/30/2013 - 04/30/2021,2017,Final,1043,31,31,0,793,11,11,0,734,0,1613,436,4183,478,2017,2013
LOS ANGELES,SAN MARINO,10/15/2013 - 10/15/2021,2017,Final,1,1,1,0,1,0,0,0,0,2,0,7,2,10,2017,2014
SAN MATEO,SAN MATEO,01/31/2015 - 01/31/2023,2017,Final,859,37,37,0,469,0,0,0,530,4,1242,424,3100,465,2017,2015
SAN MATEO,SAN MATEO COUNTY,01/31/2015 - 01/31/2023,2017,Final,153,1,0,1,103,8,7,1,102,4,555,44,913,57,2017,2015
CONTRA COSTA,SAN PABLO,01/31/2015 - 01/31/2023,2017,Final,56,0,0,0,53,0,0,0,75,7,265,0,449,7,2017,2015
MARIN,SAN RAFAEL,01/31/2015 - 01/31/2023,2017,Final,240,0,0,0,148,7,0,7,181,0,438,20,1007,27,2017,2015
CONTRA COSTA,SAN RAMON,01/31/2015 - 01/31/2023,2017,Final,516,0,0,0,279,0,0,0,282,0,340,188,1417,188,2017,2015
ORANGE,SANTA ANA,10/15/2013 - 10/15/2021,2017,Final,45,49,49,0,32,20,20,0,37,15,90,115,204,199,2017,2014
SANTA BARBARA,SANTA BARBARA,02/15/2015 - 02/15/2023,2017,Final,962,0,0,0,701,0,0,0,820,0,1617,117,4100,117,2017,2015
SANTA BARBARA,SANTA BARBARA COUNTY,02/15/2015 - 02/15/2023,2017,Final,159,8,8,0,106,1,0,1,112,54,284,145,661,208,2017,2015
SANTA CLARA,SANTA CLARA,01/31/2015 - 01/31/2023,2017,Final,1050,0,0,0,695,0,0,0,755,6,1593,1609,4093,1615,2017,2015
SANTA CLARA,SANTA CLARA COUNTY,01/31/2015 - 01/31/2023,2017,Final,22,13,0,13,13,0,0,0,214,0,28,43,277,56,2017,2015
LOS ANGELES,SANTA CLARITA,10/15/2013 - 10/15/2021,2017,Final,2645,0,0,0,1678,0,0,0,1532,0,5126,578,10981,578,2017,2014
SANTA CRUZ,SANTA CRUZ,12/31/2015 - 12/31/2023,2017,Final,180,0,0,0,118,13,13,0,136,41,313,109,747,163,2017,2016
SANTA CRUZ,SANTA CRUZ COUNTY,12/31/2015 - 12/31/2023,2017,Final,317,0,0,0,207,0,0,0,239,66,551,38,1314,104,2017,2016
LOS ANGELES,SANTA FE SPRINGS,10/15/2013 - 10/15/2021,2017,Final,82,0,0,0,50,1,0,1,53,0,139,14,324,15,2017,2014
SANTA BARBARA,SANTA MARIA,02/15/2015 - 02/15/2023,2017,Final,985,0,0,0,656,0,0,0,730,391,1731,125,4102,516,2017,2015
LOS ANGELES,SANTA MONICA,10/15/2013 - 10/15/2021,2017,Final,428,93,93,0,263,21,21,0,283,8,700,569,1674,691,2017,2014
VENTURA,SANTA PAULA,10/15/2013 - 10/15/2021,2017,Final,288,0,0,0,201,10,10,0,241,6,555,1,1285,17,2017,2014
SONOMA,SANTA ROSA,01/31/2015 - 01/31/2023,2017,Final,1041,56,56,0,671,22,22,0,759,16,2612,251,5083,345,2017,2015
SAN DIEGO,SANTEE,04/30/2013 - 04/30/2021,2017,Final,914,0,0,0,694,0,0,0,642,16,1410,128,3660,144,2017,2013
SANTA CLARA,SARATOGA,01/31/2015 - 01/31/2023,2017,Final,147,0,0,0,95,14,14,0,104,4,93,7,439,25,2017,2015
MARIN,SAUSALITO,01/31/2015 - 01/31/2023,2017,Final,26,1,1,0,14,2,0,2,16,1,23,1,79,5,2017,2015
SANTA CRUZ,SCOTTS VALLEY,12/31/2015 - 12/31/2023,2017,Final,34,0,0,0,22,3,3,0,26,4,58,38,140,45,2017,2016
MONTEREY,SEASIDE,12/31/2015 - 12/31/2023,2017,Final,95,0,0,0,62,0,0,0,72,1,164,0,393,1,2017,2016
SONOMA,SEBASTOPOL,01/31/2015 - 01/31/2023,2017,Final,22,0,0,0,17,2,2,0,19,5,62,11,120,18,2017,2015
FRESNO,SELMA,12/31/2015 - 12/31/2023,2017,Final,140,0,0,0,115,0,0,0,69,5,281,2,605,7,2017,2016
SHASTA,SHASTA COUNTY,06/30/2014 - 06/30/2019,2017,Final,189,4,0,4,117,9,0,9,128,132,321,1,755,146,2017,2014
SHASTA,SHASTA LAKE,06/30/2014 - 06/30/2019,2017,Final,32,0,0,0,21,4,1,3,23,29,58,2,134,35,2017,2014
LOS ANGELES,SIERRA MADRE,10/15/2013 - 10/15/2021,2017,Final,14,0,0,0,9,1,0,1,9,3,23,0,55,4,2017,2014
LOS ANGELES,SIGNAL HILL,10/15/2013 - 10/15/2021,2017,Final,44,0,0,0,27,0,0,0,28,0,70,24,169,24,2017,2014
VENTURA,SIMI VALLEY,10/15/2013 - 10/15/2021,2017,Final,310,30,30,0,208,0,0,0,229,12,509,59,1256,101,2017,2014
SAN DIEGO,SOLANA BEACH,04/30/2013 - 04/30/2021,2017,Final,85,0,0,0,65,2,2,0,59,3,131,12,340,17,2017,2013
SOLANO,SOLANO COUNTY,01/31/2015 - 01/31/2023,2017,Final,26,0,0,0,15,6,0,6,19,5,43,9,103,20,2017,2015
MONTEREY,SOLEDAD,12/31/2015 - 12/31/2023,2017,Final,46,0,0,0,30,0,0,0,35,0,80,79,191,79,2017,2016
SANTA BARBARA,SOLVANG,02/15/2015 - 02/15/2023,2017,Final,42,0,0,0,28,0,0,0,30,1,75,23,175,24,2017,2015
SONOMA,SONOMA,01/31/2015 - 01/31/2023,2017,Final,24,0,0,0,23,0,0,0,27,1,63,9,137,10,2017,2015
SONOMA,SONOMA COUNTY,01/31/2015 - 01/31/2023,2017,Final,126,0,0,0,37,10,10,0,160,57,192,168,515,235,2017,2015
TUOLUMNE,SONORA,06/30/2014 - 06/30/2019,2017,Final,23,0,0,0,16,0,0,0,19,1,42,0,100,1,2017,2014
LOS ANGELES,SOUTH EL MONTE,10/15/2013 - 10/15/2021,2017,Final,43,0,0,0,25,1,0,1,28,0,76,1,172,2,2017,2014
LOS ANGELES,SOUTH GATE,10/15/2013 - 10/15/2021,2017,Final,314,0,0,0,185,0,0,0,205,14,558,4,1262,18,2017,2014
EL DORADO,SOUTH LAKE TAHOE,06/15/2014 - 06/15/2022,2017,Final,54,0,0,0,38,0,0,0,63,4,181,35,336,39,2017,2014
LOS ANGELES,SOUTH PASADENA,10/15/2013 - 10/15/2021,2017,Final,17,0,0,0,10,0,0,0,11,1,25,18,63,19,2017,2014
SAN MATEO,SOUTH SAN FRANCISCO,01/31/2015 - 01/31/2023,2017,Final,565,80,80,0,281,0,0,0,313,5,705,283,1864,368,2017,2015
STANISLAUS,STANISLAUS COUNTY,12/31/2015 - 12/31/2023,2017,Final,538,0,0,0,345,0,0,0,391,11,967,120,2241,131,2017,2016
ORANGE,STANTON,10/15/2013 - 10/15/2021,2017,Final,68,0,0,0,49,0,0,0,56,2,140,0,313,2,2017,2014
SAN JOAQUIN,STOCKTON,12/31/2015 - 12/31/2023,2017,Final,3157,164,164,0,2004,0,0,0,2103,47,4560,175,11824,386,2017,2016
SOLANO,SUISUN CITY,01/31/2015 - 01/31/2023,2017,Final,147,0,0,0,57,0,0,0,60,0,241,19,505,19,2017,2015
SANTA CLARA,SUNNYVALE,01/31/2015 - 01/31/2023,2017,Final,1640,46,46,0,906,20,20,0,932,47,1974,381,5452,494,2017,2015
SUTTER,SUTTER COUNTY,10/31/2013 - 10/31/2021,2017,Final,85,0,0,0,60,0,0,0,62,3,128,13,335,16,2017,2014
AMADOR,SUTTER CREEK,06/30/2014 - 06/30/2019,2017,Final,2,0,0,0,2,0,0,0,2,17,4,2,10,19,2017,2014
KERN,TAFT,12/31/2015 - 12/31/2023,2017,Final,52,0,0,0,26,0,0,0,30,3,146,12,254,15,2017,2016
TEHAMA,TEHAMA,06/30/2014 - 06/30/2019,2017,Final,2,0,0,0,2,0,0,0,2,0,4,0,10,0,2017,2014
TEHAMA,TEHAMA COUNTY,06/30/2014 - 06/30/2019,2017,Final,112,0,0,0,76,40,0,40,89,55,209,0,486,95,2017,2014
RIVERSIDE,TEMECULA,10/15/2013 - 10/15/2021,2017,Final,375,15,15,0,251,0,0,0,271,15,596,84,1493,114,2017,2014
LOS ANGELES,TEMPLE CITY,10/15/2013 - 10/15/2021,2017,Final,159,0,0,0,93,1,1,0,99,5,252,92,603,98,2017,2014
VENTURA,THOUSAND OAKS,10/15/2013 - 10/15/2021,2017,Final,47,0,0,0,32,0,0,0,36,50,77,16,192,66,2017,2014
MARIN,TIBURON,01/31/2015 - 01/31/2023,2017,Final,24,0,0,0,16,0,0,0,19,0,19,7,78,7,2017,2015
LOS ANGELES,TORRANCE,10/15/2013 - 10/15/2021,2017,Final,380,0,0,0,227,0,0,0,243,4,600,9,1450,13,2017,2014
SAN JOAQUIN,TRACY,12/31/2015 - 12/31/2023,2017,Final,980,0,0,0,705,0,0,0,828,3,2463,301,4976,304,2017,2016
HUMBOLDT,TRINIDAD,06/30/2014 - 06/30/2019,2017,Final,1,0,0,0,1,0,0,0,1,0,2,1,5,1,2017,2014
TRINITY,TRINITY COUNTY,06/30/2014 - 06/30/2019,2017,Final,2,0,0,0,2,0,0,0,2,0,4,78,10,78,2017,2014
NEVADA,TRUCKEE,06/30/2014 - 06/30/2019,2017,Final,108,0,0,0,75,0,0,0,78,0,199,93,460,93,2017,2014
TULARE,TULARE,12/31/2015 - 12/31/2023,2017,Final,920,0,0,0,609,7,7,0,613,0,1452,354,3594,361,2017,2016
TULARE,TULARE COUNTY,12/31/2015 - 12/31/2023,2017,Final,1477,33,0,33,1065,84,0,84,1169,16,3370,13,7081,146,2017,2016
TUOLUMNE,TUOLUMNE COUNTY,06/30/2014 - 06/30/2019,2017,Final,102,0,0,0,74,2,2,0,81,0,193,71,450,73,2017,2014
STANISLAUS,TURLOCK,12/31/2015 - 12/31/2023,2017,Final,877,0,0,0,562,0,0,0,627,3,1552,18,3618,21,2017,2016
ORANGE,TUSTIN,10/15/2013 - 10/15/2021,2017,Final,283,1,1,0,195,0,0,0,224,0,525,13,1227,14,2017,2014
SAN BERNARDINO,TWENTYNINE PALMS,10/15/2013 - 10/15/2021,2017,Final,103,0,0,0,72,0,0,0,84,10,195,0,454,10,2017,2014
MENDOCINO,UKIAH,06/30/2014 - 06/30/2019,2017,Final,11,0,0,0,7,0,0,0,7,0,20,4,45,4,2017,2014
ALAMEDA,UNION CITY,01/31/2015 - 01/31/2023,2017,Final,317,0,0,0,180,0,0,0,192,3,417,27,1106,30,2017,2015
SAN BERNARDINO,UPLAND,10/15/2013 - 10/15/2021,2017,Final,382,0,0,0,260,0,0,0,294,0,653,99,1589,99,2017,2014
SOLANO,VACAVILLE,01/31/2015 - 01/31/2023,2017,Final,287,14,14,0,134,26,24,2,173,214,490,63,1084,317,2017,2015
SOLANO,VALLEJO,01/31/2015 - 01/31/2023,2017,Final,283,0,0,0,178,0,0,0,211,0,690,44,1362,44,2017,2015
VENTURA,VENTURA COUNTY,10/15/2013 - 10/15/2021,2017,Final,246,7,0,7,168,14,0,14,189,15,412,45,1015,81,2017,2014
SAN BERNARDINO,VICTORVILLE,10/15/2013 - 10/15/2021,2017,Final,1698,0,0,0,1207,0,0,0,1342,104,3124,14,7371,118,2017,2014
ORANGE,VILLA PARK,10/15/2013 - 10/15/2021,2017,Final,3,0,0,0,2,0,0,0,3,0,6,1,14,1,2017,2014
TULARE,VISALIA,12/31/2015 - 12/31/2023,2017,Final,2616,2,2,0,1931,72,72,0,1802,29,3672,403,10021,506,2017,2016
SAN DIEGO,VISTA,04/30/2013 - 04/30/2021,2017,Final,343,0,0,0,260,0,0,0,241,0,530,154,1374,154,2017,2013
LOS ANGELES,WALNUT,10/15/2013 - 10/15/2021,2017,Final,246,0,0,0,144,0,0,0,155,0,363,87,908,87,2017,2014
CONTRA COSTA,WALNUT CREEK,01/31/2015 - 01/31/2023,2017,Final,604,0,0,0,355,0,0,0,381,6,895,119,2235,125,2017,2015
KERN,WASCO,12/31/2015 - 12/31/2023,2017,Final,350,0,0,0,275,37,0,37,280,1,521,82,1426,120,2017,2016
STANISLAUS,WATERFORD,12/31/2015 - 12/31/2023,2017,Final,131,0,0,0,84,0,0,0,89,0,221,1,525,1,2017,2016
SANTA CRUZ,WATSONVILLE,12/31/2015 - 12/31/2023,2017,Final,169,1,1,0,110,3,3,0,128,7,293,103,700,114,2017,2016
SISKIYOU,WEED,06/30/2014 - 06/30/2019,2017,Final,10,0,0,0,6,0,0,0,6,0,16,3,38,3,2017,2014
LOS ANGELES,WEST COVINA,10/15/2013 - 10/15/2021,2017,Final,217,0,0,0,129,0,0,0,138,0,347,2,831,2,2017,2014
LOS ANGELES,WEST HOLLYWOOD,10/15/2013 - 10/15/2021,2017,Final,19,0,0,0,12,15,15,0,13,8,33,161,77,184,2017,2014
YOLO,WEST SACRAMENTO,10/31/2013 - 10/31/2021,2017,Final,1316,0,0,0,923,0,0,0,1111,125,2627,12,5977,137,2017,2014
LOS ANGELES,WESTLAKE VILLAGE,10/15/2013 - 10/15/2021,2017,Final,12,0,0,0,7,0,0,0,8,0,18,0,45,0,2017,2014
ORANGE,WESTMINSTER,10/15/2013 - 10/15/2021,2017,Final,1,0,0,0,1,0,0,0,0,0,0,80,2,80,2017,2014
IMPERIAL,WESTMORLAND,10/15/2013 - 10/15/2021,2017,Final,57,0,0,0,35,0,0,0,36,0,105,0,233,0,2017,2014
YUBA,WHEATLAND,10/31/2013 - 10/31/2021,2017,Final,109,0,0,0,76,0,0,0,90,0,208,0,483,0,2017,2014
LOS ANGELES,WHITTIER,10/15/2013 - 10/15/2021,2017,Final,228,0,0,0,135,0,0,0,146,52,369,3,878,55,2017,2014
RIVERSIDE,WILDOMAR,10/15/2013 - 10/15/2021,2017,Final,621,0,0,0,415,0,0,0,461,10,1038,110,2535,120,2017,2014
GLENN,WILLOWS,06/30/2014 - 06/30/2019,2017,Final,15,0,0,0,11,0,0,0,11,0,26,2,63,2,2017,2014
SONOMA,WINDSOR,01/31/2015 - 01/31/2023,2017,Final,120,0,0,0,65,0,0,0,67,0,188,5,440,5,2017,2015
YOLO,WINTERS,10/31/2013 - 10/31/2021,2017,Final,76,0,0,0,54,0,0,0,59,0,130,11,319,11,2017,2014
TULARE,WOODLAKE,12/31/2015 - 12/31/2023,2017,Final,71,2,0,2,41,1,0,1,69,0,191,1,372,4,2017,2016
YOLO,WOODLAND,10/31/2013 - 10/31/2021,2017,Final,390,79,79,0,274,0,0,0,349,32,864,99,1877,210,2017,2014
SAN MATEO,WOODSIDE,01/31/2015 - 01/31/2023,2017,Final,23,6,0,6,13,1,0,1,15,1,11,5,62,13,2017,2015
YOLO,YOLO COUNTY,10/31/2013 - 10/31/2021,2017,Final,427,3,0,3,299,4,0,4,351,3,813,0,1890,10,2017,2014
ORANGE,YORBA LINDA,10/15/2013 - 10/15/2021,2017,Final,160,26,25,1,113,4,4,0,126,7,270,64,669,101,2017,2014
NAPA,YOUNTVILLE,01/31/2015 - 01/31/2023,2017,Final,4,0,0,0,2,0,0,0,3,2,8,3,17,5,2017,2015
SISKIYOU,YREKA,06/30/2014 - 06/30/2019,2017,Final,25,0,0,0,17,0,0,0,18,3,43,0,103,3,2017,2014
SUTTER,YUBA CITY,10/31/2013 - 10/31/2021,2017,Final,624,2,2,0,437,4,4,0,498,38,1120,0,2679,44,2017,2014
YUBA,YUBA COUNTY,10/31/2013 - 10/31/2021,2017,Final,1036,4,4,0,727,0,0,0,870,0,2043,256,4676,260,2017,2014
SAN BERNARDINO,YUCAIPA,10/15/2013 - 10/15/2021,2017,Final,376,0,0,0,261,30,30,0,299,18,669,9,1605,57,2017,2014
SAN BERNARDINO,YUCCA VALLEY,10/15/2013 - 10/15/2021,2017,Final,209,0,0,0,149,0,0,0,172,0,400,37,930,37,2017,2014
SAN BERNARDINO,ADELANTO,15-OCT-13-15-OCT-21,2018,Final,633,0,0,0,459,0,0,0,513,0,1236,27,2841,27,2018,2014
LOS ANGELES,AGOURA HILLS,15-OCT-13-15-OCT-21,2018,Final,31,0,0,0,19,0,0,0,20,0,45,4,115,4,2018,2014
ALAMEDA,ALAMEDA,31-JAN-15-31-JAN-23,2018,Final,444,1,1,0,248,0,0,0,283,0,748,180,1723,181,2018,2015
ALAMEDA,ALAMEDA COUNTY,31-JAN-15-31-JAN-23,2018,Final,430,0,0,0,227,11,0,11,295,0,817,108,1769,119,2018,2015
ALAMEDA,ALBANY,31-JAN-15-31-JAN-23,2018,Final,80,0,0,0,53,0,0,0,57,17,145,0,335,17,2018,2015
LOS ANGELES,ALHAMBRA,15-OCT-13-15-OCT-21,2018,Final,380,0,0,0,224,2,2,0,246,0,642,11,1492,13,2018,2014
ORANGE,ALISO VIEJO,15-OCT-13-15-OCT-21,2018,Final,9,0,0,0,7,0,0,0,7,0,16,0,39,0,2018,2014
ALPINE,ALPINE COUNTY,30-JUN-14-30-JUN-19,2018,Final,7,0,0,0,6,1,0,1,6,0,11,0,30,1,2018,2014
